Category,Description,Nutrient Data Bank Number,Carbohydrate,Cholesterol,Choline,Protein,SugarTotal,Water,MonosaturatedFat,FatPolysaturated,SaturatedFat,Fat,Vitamin
Cereal or granola bar,"Cereal or granola bar, with coconut, chocolate coated",53714210,55.2,0,12.8,5.2,34.27,6.1,4.97,3.1,22.72,32.2,0
Cereal or granola bar with nuts,"Cereal or granola bar with nuts, chocolate coated",53714220,54.1,12,24.7,9.6,23.63,3.2,6.561,1.906,17.065,31.2,8
Cereal or granola bar,"Cereal or granola bar, oats, nuts, coated with non-chocolate coating",53714230,60.13,0,27.1,8.6,34,8.74,9.491,3.643,5.668,20,5
Cereal or granola bar,"Cereal or granola bar, coated with non-chocolate coating",53714250,53.4,12,24.7,10.2,23.74,3.2,6.54,1.9,17.01,31.1,5
Cereal or granola bar,"Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating",53714300,69.82,0,12.4,5,25,12.04,3.522,2.334,3.397,10,0
Cereal or granola bar,"Cereal or granola bar, with rice cereal",53714400,80.5,0,0,3.4,19.36,5.9,2.5,5.1,1.4,9,270
Breakfast bar,"Breakfast bar, NFS",53714500,72.8,0,34.3,4.4,35.1,14.5,5,0.9,1.5,7.5,608
Breakfast bar,"Breakfast bar, date, with yogurt coating",53714510,70.9,0,14.6,3.7,46.36,16.5,3.003,2.772,1.123,7.3,9
Breakfast bar,"Breakfast bar, cereal crust with fruit filling, lowfat",53714520,72.8,0,34.3,4.4,35.1,14.5,5,0.9,1.5,7.5,608
Nutrition bar (Balance Original Bar),Nutrition bar (Balance Original Bar),53720100,48.73,1,91.2,28,34.89,7.76,8.115,1.969,1.149,12,1496
Nutrition bar (Clif Bar),Nutrition bar (Clif Bar),53720200,65.44,0,46.2,14.71,31.62,11,1.093,2.182,1.471,5.88,1
Nutrition bar (Clif Kids Organic Zbar),Nutrition bar (Clif Kids Organic Zbar),53720210,74.72,0,22.5,5.55,30.56,7.74,2.447,3.319,2.721,9.72,0
Nutrition bar (PowerBar),Nutrition bar (PowerBar),53720300,69.63,0,18.4,14.15,30.07,9.83,1.05,0.589,1.32,3.11,0
Nutrition bar (Slim Fast Original Meal Bar),Nutrition bar (Slim Fast Original Meal Bar),53720400,60.21,7,40.6,16.19,25,10.87,2.428,1.132,5.36,8.92,940
Nutrition bar (Snickers Marathon Protein Bar),Nutrition bar (Snickers Marathon Protein Bar),53720500,50.5,6,1.7,25,28.75,9,2.645,2.892,6.25,12.5,652
Nutrition bar (South Beach Living Meal Bar),Nutrition bar (South Beach Living Meal Bar),53720600,60.21,7,40.6,16.19,25,10.87,2.428,1.132,5.36,8.92,940
Nutrition bar (South Beach Living High Protein Bar),Nutrition bar (South Beach Living High Protein Bar),53720610,38.4,3,108.2,30.34,15.17,12.16,4.29,5.326,3.384,15.17,391
Nutrition bar (Tiger's Milk),Nutrition bar (Tiger's Milk),53720700,56.46,2,42.3,16.8,36.4,10.28,7.907,3.678,2.073,14.29,1
Nutrition bar (Zone Perfect Classic Crunch),Nutrition bar (Zone Perfect Classic Crunch),53720800,45,8,73,30,27,7,3.828,4.804,4.499,14,1050
Nutrition bar or meal replacement bar,"Nutrition bar or meal replacement bar, NFS",53729000,45,8,73,30,27,7,3.828,4.804,4.499,14,1050
Cereal bar with fruit filling,"Cereal bar with fruit filling, baby food",53801000,68.63,1,13.9,5.43,42,14,3.107,1.541,0.453,5.3,14
Cookie,"Cookie, fruit, baby food",53803050,73.7,4,12,6.8,24.2,5.7,4.865,4.334,2.7,12.6,117
Cookie,"Cookie, baby food",53803100,67.1,12,28.3,11.8,24.2,5.9,5.99,2.878,2.352,13.2,6
Cookie,"Cookie, teething, baby",53803250,76.4,7,33.8,10.7,12.65,6.4,1.702,0.998,1.206,4.2,28
Cookie,"Cookie, rice, baby",53803300,83.21,0,21.3,12.5,12.5,2.42,0.224,0.255,0.238,0.87,0
Crackers,"Crackers, NFS",54001000,61.3,0,9.6,6.64,8.18,3.14,6.553,13.137,5.562,26.43,0
Graham crackers,Graham crackers,54102010,77.66,0,5.9,6.69,24.85,3.39,2.509,5.388,1.633,10.6,0
Graham crackers (Teddy Grahams),Graham crackers (Teddy Grahams),54102015,77.66,0,5.9,6.69,24.85,3.39,2.509,5.388,1.633,10.6,0
Graham crackers,"Graham crackers, chocolate covered",54102020,66.78,1,22.3,4,37.3,2,2.7,4.9,17.2,25.8,2
Crackers,"Crackers, oatmeal",54102050,70.73,0,27.2,7.3,15.48,2.75,3.47,8.474,3.21,16.4,0
Crackers,"Crackers, Cuban",54102060,73.8,0,8.4,5.6,17.6,5.8,7.13,1.729,3.212,12.8,0
Graham crackers,"Graham crackers, reduced fat",54102100,77.96,0,12.3,5.71,22.86,8.01,1.718,3.367,0,5.71,0
Graham crackers,"Graham crackers, sandwich, with filling",54102200,72.1,0,4.1,4.5,39.3,2.2,8.437,7.551,2.979,20,0
Crackers,"Crackers, breakfast biscuit",54103000,70.99,0,19.8,7.12,22.83,5.1,5.321,6.273,2.235,15.07,1
Crackers,"Crackers, butter, reduced sodium",54200100,68.6,0,27.2,8.8,0.37,2.7,5.88,6.596,3.393,17.2,0
Crackers,"Crackers, matzo, reduced sodium",54201010,83.7,0,10.8,10,0.29,4.3,0.127,0.603,0.226,1.4,0
Crackers,"Crackers, saltine, reduced sodium",54202020,73.48,0,19.4,9.39,2.19,3.99,2.221,4.021,1.978,8.75,0
Crackers,"Crackers, wheat, reduced sodium",54204020,68.6,0,27.2,8.8,0.37,2.7,5.88,6.596,3.393,17.2,0
Crackers,"Crackers, woven wheat, reduced sodium",54204030,68.6,0,27.2,8.8,0.37,2.7,5.88,6.596,3.393,17.2,0
Crackers,"Crackers, butter, plain",54301010,61.3,0,9.6,6.64,8.18,3.14,6.553,13.137,5.562,26.43,0
Crackers,"Crackers, butter, flavored",54301020,61.3,0,9.6,6.64,8.18,3.14,6.553,13.137,5.562,26.43,0
Crackers,"Crackers, butter (Ritz)",54301030,61.3,0,9.6,6.64,8.18,3.14,6.553,13.137,5.562,26.43,0
Crackers,"Crackers, butter, reduced fat",54301100,71.52,0,29.5,9.34,15.01,2.73,3.295,7.055,2.112,13.37,0
Crackers,"Crackers, cheese",54304000,59.42,3,8.7,10.93,4.53,3.55,5.744,10.09,5.288,22.74,17
Crackers,"Crackers, cheese (Cheez-It)",54304005,59.42,3,8.7,10.93,4.53,3.55,5.744,10.09,5.288,22.74,17
Crackers,"Crackers, cheese (Goldfish)",54304020,59.42,3,8.7,10.93,4.53,3.55,5.744,10.09,5.288,22.74,17
Crackers,"Crackers, cheese, reduced fat",54304100,68.19,0,2.5,10,0,7.3,2.121,5.273,3.333,11.67,9
Crackers,"Crackers, cheese, reduced sodium",54304110,58.2,13,8.7,10.1,0.28,3.1,11.852,2.457,9.638,25.3,17
Crackers,"Crackers, cheese, whole grain",54304150,57.29,16,14.5,9.62,0,14.26,8.015,3.206,3.206,16.03,12
Crackers,"Crackers, crispbread",54305010,82.2,0,20.2,7.9,1.07,6.1,0.165,0.557,0.145,1.3,0
Crackers,"Crackers, flatbread",54305020,75.23,0,14.6,9.85,2.92,4.05,5.504,1.344,0.744,8.25,0
Crackers,"Crackers, matzo",54307000,83.7,0,10.8,10,0.29,4.3,0.127,0.603,0.226,1.4,0
Crackers,"Crackers, milk",54308000,71.73,11,10.8,7.6,10.32,4.7,5.485,4.867,2.912,13.77,16
Crackers,"Crackers, oyster",54313000,74.05,0,16.7,9.46,1.29,5.05,1.986,4.835,1.653,8.64,1
Chips,"Chips, rice",54318000,81.5,0,24.3,8.2,0.6,5.8,1.03,0.98,0.642,2.8,0
Rice cake,Rice cake,54318500,81.1,0,18.9,7.1,0.88,5.8,1.582,1.52,0.875,4.3,0
Crackers,"Crackers, rice",54319000,82.64,0,33.4,10,0,0.11,3.021,1.641,0,5,0
Crackers,"Crackers, rice and nuts",54319005,77.41,0,34.6,10.78,0.37,0.29,5.404,2.595,0.346,8.85,0
Popcorn cake,Popcorn cake,54319020,80.1,0,22.4,9.7,0.72,5,0.92,1.35,0.48,3.1,4
Rice paper,Rice paper,54319500,72.54,0,5,5.07,0.27,19.85,0.376,0.322,0.328,1.21,0
Crackers,"Crackers, saltine",54325000,74.05,0,16.7,9.46,1.29,5.05,1.986,4.835,1.653,8.64,1
Crackers,"Crackers, saltine, reduced fat",54325010,82.3,0,19.6,10.5,0.38,3.4,0.142,0.685,0.244,1.6,0
Crackers,"Crackers, saltine, multigrain",54325060,68.25,0,8.1,7.14,0,9.85,2.793,7.229,0,10.71,0
Crackers,"Crackers, multigrain",54326000,67.6,0,10.4,7.1,12,2.5,5,11.8,3.3,20.4,0
Crackers,"Crackers, sandwich",54328000,58.38,0,24.7,11.47,10.5,2.93,13.468,4.551,4.803,24.54,1
Crackers,"Crackers, sandwich, peanut butter filled",54328100,58.38,0,24.7,11.47,10.5,2.93,13.468,4.551,4.803,24.54,1
Crackers,"Crackers, sandwich, peanut butter filled (Ritz)",54328105,57.14,0,11.8,7.5,10,8.4,10.8,7.45,5.06,25,0
Crackers,"Crackers, sandwich, reduced fat, peanut butter filled",54328110,63.49,0,13.1,8.33,11.11,9.33,5.556,6.944,2.778,16.67,0
Crackers,"Crackers, whole grain, sandwich, peanut butter filled",54328120,54.59,0,29.7,14.12,9.41,7.32,9.779,4.497,4.525,21.18,0
Crackers,"Crackers, sandwich, cheese filled",54328200,61.7,2,27.5,9.3,3.18,3.9,11.254,2.567,6.125,21.1,17
Crackers,"Crackers, sandwich, cheese filled (Ritz)",54328210,56.05,1,12.3,7.66,9.92,9.16,10.814,7.323,5.271,25.09,3
Crackers,"Crackers, water",54336000,72.81,0,9.7,7.14,0,11,4.043,2.457,0,7.14,0
Crackers,"Crackers, wonton",54336100,51.9,0,8.1,10.33,0.25,4.93,7.617,16.949,4.931,31.72,0
Crackers,"Crackers, woven wheat",54337010,70.14,0,27.2,8.94,8.34,2.84,3.359,7.709,2.636,15.26,0
Crackers,"Crackers, woven wheat, plain (Triscuit)",54337020,70.14,0,27.2,8.94,8.34,2.84,3.359,7.709,2.636,15.26,0
Crackers,"Crackers, woven wheat, flavored (Triscuit)",54337030,70.14,0,27.2,8.94,8.34,2.84,3.359,7.709,2.636,15.26,0
Crackers,"Crackers, woven wheat, reduced fat",54337060,75.52,0,29.5,11.34,1.22,2.59,1.609,3.568,1.067,7.59,0
Crackers,"Crackers, wheat",54338000,70.14,0,27.2,8.94,8.34,2.84,3.359,7.709,2.636,15.26,0
Crackers,"Crackers, wheat, plain (Wheat Thins)",54338010,70.14,0,27.2,8.94,8.34,2.84,3.359,7.709,2.636,15.26,0
Crackers,"Crackers, wheat, flavored (Wheat Thins)",54338020,70.14,0,27.2,8.94,8.34,2.84,3.359,7.709,2.636,15.26,0
Crackers,"Crackers, wheat, reduced fat",54338100,71.52,0,29.5,9.34,15.01,2.73,3.295,7.055,2.112,13.37,0
Crackers,"Crackers, corn",54339000,70.73,0,27.2,7.3,15.48,2.75,3.47,8.474,3.21,16.4,0
Crackers,"Crackers, gluten free, plain",54340100,66.3,0,27.1,11.25,0.86,3.59,7.004,5.981,2.069,15.84,0
Crackers,"Crackers, gluten free, flavored",54340110,66.3,0,27.1,11.25,0.86,3.59,7.004,5.981,2.069,15.84,0
Crackers,"Crackers, baby food",54350000,66.85,0,10.4,8.4,13,2,15.779,1.022,1.966,19.6,179
Gerber Finger Foods,"Gerber Finger Foods, Puffs, baby food",54350010,76.68,0,22.9,6.4,28,3.7,3.13,3.638,1.646,9.9,0
Finger Foods,"Finger Foods, Puffs, baby food",54350020,85.79,0,11.5,6.19,17.84,3.62,0.306,0.527,0.143,2.3,1
Crunchy snacks,"Crunchy snacks, corn based, baby food",54360000,61.59,13,16.6,0,0,2.6,14.682,7.698,4.669,28.57,39
Corn nuts,Corn nuts,54401011,71.86,0,20.6,8.5,0.61,1.3,9.46,3.05,2.43,15.64,0
Corn chips,"Corn chips, plain",54401021,56.82,0,12,6.12,0.27,1.06,9.062,16.308,4.297,33.1,3
Corn chips,"Corn chips, flavored",54401026,56.7,0,12,6.11,0.27,1.06,9.317,16.817,4.416,34.02,3
Corn chips,"Corn chips, plain (Fritos)",54401031,57.27,0,12.1,6.17,0.27,1.07,9.134,16.438,4.331,33.36,3
Corn chips,"Corn chips, flavored (Fritos)",54401035,56.98,0,12,6.14,0.27,1.07,9.089,16.356,4.309,33.19,3
Cheese flavored corn snacks,Cheese flavored corn snacks,54401055,53.53,7,11.6,5.85,3.19,1.57,10.052,17.821,5.36,36.01,0
Cheese flavored corn snacks,"Cheese flavored corn snacks, reduced fat",54401065,72.35,1,13.7,8.5,7.29,3,3.5,5.74,2.1,12.1,44
Tortilla chips,"Tortilla chips, plain",54401075,67.78,0,19.4,7.1,0.78,2.64,5.664,10.769,2.811,20.68,0
Cheese flavored corn snacks (Cheetos),Cheese flavored corn snacks (Cheetos),54401081,53.53,7,11.6,5.85,3.19,1.57,10.052,17.821,5.36,36.01,0
Tortilla chips,"Tortilla chips, flavored",54401085,60.81,0,22.5,7.36,2.59,1.66,9.089,12.257,3.876,27.42,6
Corn chips,"Corn chips, reduced sodium",54401090,56.75,0,14,6.84,0.41,1.12,9.265,17.296,4.396,33.63,3
Tortilla chips,"Tortilla chips, popped",54401095,74.18,0,21.7,10.19,0.79,1.58,3.167,5.89,1.553,11.19,4
Tortilla chips,"Tortilla chips, nacho cheese flavor (Doritos)",54401110,60.81,0,22.5,7.36,2.59,1.66,9.089,12.257,3.876,27.42,6
Tortilla chips,"Tortilla chips, cool ranch flavor (Doritos)",54401111,67.44,0,19.3,7.06,0.78,2.63,5.636,10.715,2.797,20.58,0
Tortilla chips,"Tortilla chips, other flavors (Doritos)",54401112,60.81,0,22.5,7.36,2.59,1.66,9.089,12.257,3.876,27.42,6
Tortilla chips,"Tortilla chips, reduced fat, plain",54401121,79.07,0,23.1,10.86,0.84,1.68,1.639,2.833,0.839,5.63,4
Tortilla chips,"Tortilla chips, reduced fat, flavored",54401122,79.07,0,23.1,10.86,0.84,1.68,1.639,2.833,0.839,5.63,4
Tortilla chips,"Tortilla chips, low fat, unsalted",54401170,80.1,0,23.4,11,0.85,1.7,1.66,2.87,0.85,5.7,4
Tortilla chips,"Tortilla chips, reduced sodium",54402080,68.08,0,19.9,9.35,0.72,1.44,5.547,10.641,2.665,19.84,3
Snack mix,Snack mix,54402200,62.76,2,16.9,7,1.77,2,7.065,12.751,3.594,25.61,1
Potato chips,"Potato chips, restructured, multigrain",54402610,65.34,0,32.9,5.3,4.08,2.27,4.285,10.614,6.307,24.74,0
Pita chips,Pita chips,54402700,68.26,0,9.1,11.79,4.76,2,10.842,2.13,1.342,15.2,0
Popcorn,"Popcorn, NFS",54403001,55.99,0,15.4,8.69,0.3,1.04,11.391,3.759,14.785,31.07,9
Popcorn,"Popcorn, movie theater, with added butter",54403005,31.65,52,13.3,4.96,0.29,1.6,11.656,8.451,35.476,58.78,174
Popcorn,"Popcorn, movie theater, unbuttered",54403006,39.87,0,11.1,6.18,0.37,1.95,7.36,9.705,28.908,48.7,5
Popcorn,"Popcorn, air-popped, unbuttered",54403010,77.47,0,21.1,12.89,0.87,3.31,0.946,2.309,0.634,4.52,10
Popcorn,"Popcorn, air-popped, with added butter or margarine",54403040,65.75,20,20.3,11.02,0.74,6.25,4.193,3.812,6.006,15.19,121
Popcorn,"Popcorn, popped in oil, unbuttered",54403045,57.87,0,15.9,8.96,0.54,2.79,8.257,13.466,5.03,27.99,8
Popcorn,"Popcorn, popped in oil, with added butter or margarine",54403046,49.13,20,15.9,7.69,0.46,5.81,10.393,13.273,9.733,35.09,119
Popcorn,"Popcorn, microwave, NFS",54403051,55.99,0,15.4,8.69,0.3,1.04,11.391,3.759,14.785,31.07,9
Popcorn,"Popcorn, microwave, plain",54403052,55.99,0,15.4,8.69,0.3,1.04,11.391,3.759,14.785,31.07,9
Popcorn,"Popcorn, microwave, plain, light",54403053,71.5,0,16.4,12.51,0.91,2.78,4.057,3.547,1.405,9.43,12
Popcorn,"Popcorn, microwave, low sodium",54403054,57.64,0,15.9,8.93,0.54,2.78,8.224,13.413,5.01,27.88,8
Popcorn,"Popcorn, microwave, unsalted",54403055,57.64,0,15.9,8.93,0.54,2.78,8.224,13.413,5.01,27.88,8
Popcorn,"Popcorn, microwave, butter flavored",54403056,55.99,0,15.4,8.69,0.3,1.04,11.391,3.759,14.785,31.07,9
Popcorn,"Popcorn, microwave, butter flavored, light",54403057,71.5,0,16.4,12.51,0.91,2.78,4.057,3.547,1.405,9.43,12
Popcorn,"Popcorn, microwave, cheese flavored",54403058,55.77,0,15.3,8.65,0.3,1.04,11.346,3.744,14.726,30.95,9
Popcorn,"Popcorn, microwave, kettle corn",54403059,58.26,0,13,9.88,2.3,2.37,8.611,13.523,3.649,27.06,9
Popcorn,"Popcorn, microwave, kettle corn, light",54403061,72.38,0,16.2,12.35,2.48,2.92,4.005,3.502,1.387,9.31,12
Popcorn,"Popcorn, microwave, other flavored",54403062,55.77,0,15.3,8.65,0.3,1.04,11.346,3.744,14.726,30.95,9
Popcorn,"Popcorn, ready-to-eat packaged, NFS",54403080,53.38,0,14.6,8.88,0.6,2.29,8.763,17.672,4.245,32.53,7
Popcorn,"Popcorn, ready-to-eat packaged, plain",54403081,61.24,0,16.7,10.19,0.68,2.62,6.176,12.588,3.05,23.26,8
Popcorn,"Popcorn, ready-to-eat packaged, plain, light",54403082,68.08,0,18.6,11.33,0.76,2.91,3.849,8.011,1.974,14.92,9
Popcorn,"Popcorn, ready-to-eat packaged, low sodium",54403083,61.73,0,16.9,10.27,0.69,2.64,6.225,12.688,3.075,23.44,8
Popcorn,"Popcorn, ready-to-eat packaged, unsalted",54403084,61.73,0,16.9,10.27,0.69,2.64,6.225,12.688,3.075,23.44,8
Popcorn,"Popcorn, ready-to-eat packaged, butter flavored",54403085,53.38,0,14.6,8.88,0.6,2.29,8.763,17.672,4.245,32.53,7
Popcorn,"Popcorn, ready-to-eat packaged, butter flavored, light",54403086,67.78,0,18.5,11.28,0.76,2.9,3.832,7.976,1.966,14.85,9
Popcorn,"Popcorn, ready-to-eat packaged, cheese flavored",54403087,51.6,11,15.3,9.3,0.79,2.5,9.7,15.37,6.41,33.2,8
Popcorn,"Popcorn, ready-to-eat packaged, cheese flavored, light",54403088,67.78,0,18.5,11.28,0.76,2.9,3.832,7.976,1.966,14.85,9
Popcorn,"Popcorn, ready-to-eat-packaged, kettle corn",54403089,61.01,0,9,5.48,28.52,1.42,8.181,16.405,3.922,30.22,4
Popcorn,"Popcorn, ready-to-eat packaged, kettle corn, light",54403091,73.41,0,14.7,8.94,20.3,2.3,3.379,6.999,1.718,13.07,7
Popcorn,"Popcorn, ready-to-eat packaged, other flavored",54403092,51.6,11,15.3,9.3,0.79,2.5,9.7,15.37,6.41,33.2,8
Popcorn,"Popcorn, caramel coated",54403110,78.47,0,23.3,3.77,52.77,2.78,2.857,4.444,3.581,12.7,2
Popcorn,"Popcorn, caramel coated, with nuts",54403120,80.06,0,17.2,6.35,45,3.28,2.708,3.244,1.032,7.74,4
Popcorn,"Popcorn, chocolate coated",54403160,76.37,0,22.2,5.34,47.66,2.8,3.025,4.044,4.024,12.79,2
Popcorn chips,"Popcorn chips, plain",54404000,74.18,0,21.7,10.19,0.79,1.58,3.167,5.89,1.553,11.19,4
Popcorn chips,"Popcorn chips, other flavors",54404010,74.18,0,21.7,10.19,0.79,1.58,3.167,5.89,1.553,11.19,4
Popcorn chips,"Popcorn chips, sweet flavors",54404020,74.59,0,18.6,8.75,11.59,1.36,3.787,7.174,1.834,13.51,3
Onion flavored rings,Onion flavored rings,54406010,65.1,0,21.3,7.7,4.83,2,13.36,3.14,4.34,22.6,8
Shrimp chips,Shrimp chips,54406200,59.09,2,17.6,7.14,21.43,13.6,7.997,3.971,5.357,17.86,0
Pretzels,"Pretzels, NFS",54408000,80.39,0,29.5,10.04,2.21,3.13,0.727,1.291,0.391,2.93,0
Pretzels,"Pretzels, hard, NFS",54408015,80.39,0,29.5,10.04,2.21,3.13,0.727,1.291,0.391,2.93,0
Pretzels,"Pretzels, hard, plain, salted",54408016,80.39,0,29.5,10.04,2.21,3.13,0.727,1.291,0.391,2.93,0
Pretzels,"Pretzels, hard, plain, lightly salted",54408017,79.8,0,26.5,9.57,2.21,3.22,1.044,1.256,0.57,3.22,0
Pretzels,"Pretzels, hard, plain, unsalted",54408030,79.2,0,23.5,9.1,2.21,3.3,1.36,1.22,0.75,3.5,0
Pretzels,"Pretzels, hard, flavored",54408035,79.44,0,29.2,9.92,2.18,3.09,1.132,1.683,0.522,3.88,0
Pretzels,"Pretzels, hard, multigrain",54408070,80.08,0,30.4,10.15,2.17,3.26,0.725,1.309,0.396,2.96,0
Pretzels,"Pretzels, hard, plain, gluten free",54408081,78.62,0,2.9,3.52,4.22,6.91,2.406,0.63,3.307,6.67,0
Pretzels,"Pretzels, hard, flavored, gluten free",54408082,77.69,0,2.9,3.48,4.17,6.83,2.791,1.03,3.403,7.58,0
Pretzel,"Pretzel, baby food",54408100,82.2,0,0,10.8,3.08,4,0.238,1.054,0.4,2,0
Pretzel chips,"Pretzel chips, hard, plain",54408105,78.43,0,28.8,9.8,2.16,3.06,0.709,1.26,0.381,2.86,0
Pretzel chips,"Pretzel chips, hard, flavored",54408110,77.52,0,28.4,9.68,2.13,3.03,0.701,1.245,0.377,2.82,0
Pretzel chips,"Pretzel chips, hard, gluten free",54408115,76.7,0,2.8,3.43,4.12,6.75,2.347,0.615,3.226,6.51,0
Pretzels,"Pretzels, hard, coated, NFS",54408190,70.07,0,39.7,7.05,38.8,3.06,3.293,2.82,8.611,17.64,25
Pretzels,"Pretzels, hard, chocolate coated",54408200,70.07,0,39.7,7.05,38.8,3.06,3.293,2.82,8.611,17.64,25
Pretzels,"Pretzels, hard, white chocolate coated",54408210,74.7,8,21,5.94,44.09,1.83,4.15,0.886,8.001,14.19,4
Pretzels,"Pretzels, hard, yogurt coated",54408250,76.56,0,19.2,5.94,45.42,2.08,0.748,0.692,9.863,12.17,0
Pretzels,"Pretzels, hard, coated, gluten free",54408260,75.06,8,13,3.76,45.25,3.29,4.601,0.657,9.088,15.57,4
Pretzels,"Pretzels, hard, filled, NFS",54408290,66.5,5,21,9.85,17.6,1.67,3.806,1.354,9.656,16.92,56
Pretzels,"Pretzels, hard, cheese filled",54408300,66.5,5,21,9.85,17.6,1.67,3.806,1.354,9.656,16.92,56
Pretzels,"Pretzels, hard, peanut butter filled",54408310,60.78,0,40.5,14.14,4.95,2.47,8.916,4.941,3.613,18.91,0
Pretzels,"Pretzels, soft, NFS",54408400,69.38,2,17.5,8.01,0.24,14.66,1.326,0.962,1.283,4,8
Pretzels,"Pretzels, soft, ready-to-eat, NFS",54408405,69.38,2,17.5,8.01,0.24,14.66,1.326,0.962,1.283,4,8
Pretzels,"Pretzels, soft, ready-to-eat, salted, buttered",54408410,69.38,2,17.5,8.01,0.24,14.66,1.326,0.962,1.283,4,8
Pretzels,"Pretzels, soft, ready-to-eat, unsalted, buttered",54408411,70.34,3,17.7,8.12,0.25,14.85,1.345,0.975,1.301,4.05,8
Pretzels,"Pretzels, soft, ready-to-eat, salted, no butter",54408415,70.06,0,17.5,8.09,0.25,14.8,1.056,0.935,0.685,3.06,0
Pretzels,"Pretzels, soft, ready-to-eat, unsalted, no butter",54408416,71.04,0,17.7,8.2,0.25,15,1.071,0.948,0.695,3.1,0
Pretzels,"Pretzels, soft, ready-to-eat, cinnamon sugar coated",54408420,73.99,10,14.3,6.22,19.74,11.43,1.886,0.851,2.851,6.14,32
Pretzels,"Pretzels, soft, ready-to-eat, coated or flavored",54408422,66.02,13,17.6,7.89,0.23,14.14,2.386,1.062,3.661,7.75,41
Pretzels,"Pretzels, soft, ready-to-eat, topped with meat",54408430,53.36,20,23.1,11.48,0.49,22.3,3.708,1.483,3.804,9.93,24
Pretzels,"Pretzels, soft, ready-to-eat, topped with cheese",54408432,62.35,8,17.1,10.22,0.45,19.26,1.538,0.921,2.13,5.36,26
Pretzels,"Pretzels, soft, from frozen, NFS",54408450,69.38,2,17.5,8.01,0.24,14.66,1.326,0.962,1.283,4,8
Pretzels,"Pretzels, soft, from frozen, salted",54408455,70.06,0,17.5,8.09,0.25,14.8,1.056,0.935,0.685,3.06,0
Pretzels,"Pretzels, soft, from frozen, unsalted",54408456,71.04,0,17.7,8.2,0.25,15,1.071,0.948,0.695,3.1,0
Pretzels,"Pretzels, soft, from frozen, cinnamon sugar coated",54408460,73.99,10,14.3,6.22,19.74,11.43,1.886,0.851,2.851,6.14,32
Pretzels,"Pretzels, soft, from frozen, coated or flavored",54408462,66.02,13,17.6,7.89,0.23,14.14,2.386,1.062,3.661,7.75,41
Pretzels,"Pretzels, soft, from frozen, topped with meat",54408465,53.36,20,23.1,11.48,0.49,22.3,3.708,1.483,3.804,9.93,24
Pretzels,"Pretzels, soft, from frozen, topped with cheese",54408466,62.35,8,17.1,10.22,0.45,19.26,1.538,0.921,2.13,5.36,26
Pretzels,"Pretzels, soft, filled with cheese",54408470,62.35,8,17.1,10.22,0.45,19.26,1.538,0.921,2.13,5.36,26
Pretzels,"Pretzels, soft, from school lunch",54408475,70.73,0,20.4,8.55,0.26,14.76,1.05,1.008,0.692,3.16,0
Pretzels,"Pretzels, soft, multigrain",54408480,70.26,0,20.3,8.49,0.26,14.66,1.043,1.002,0.687,3.13,0
Pretzels,"Pretzels, soft, gluten free",54408485,57.27,0,9.2,4.03,3.77,30.36,2.148,0.556,1.792,5.74,0
Pretzels,"Pretzels, soft, gluten free, cinnamon sugar coated",54408486,63.75,10,7.9,3.1,22.41,23,2.699,0.558,3.681,8.14,32
Pretzels,"Pretzels, soft, gluten free, coated or flavored",54408487,54.15,13,9.9,4.1,3.56,28.87,3.442,0.71,4.758,10.37,42
Multigrain chips (Sun Chips),Multigrain chips (Sun Chips),54420210,67.26,0,14.8,7.95,7.2,2.04,11.501,6.513,2.166,21.11,3
Snack mix,"Snack mix, plain (Chex Mix)",54420220,75.69,4,6.5,8.83,7.35,2.98,4.459,3.751,1.601,10,0
Bagel chips,Bagel chips,54440010,66.36,0,17.8,12.34,6.02,5.05,6.05,2.085,6.835,15.14,0
Cracker chips,Cracker chips,54440020,67.26,0,14.8,7.95,7.2,2.04,11.501,6.513,2.166,21.11,3
Pancakes,"Pancakes, NFS",55100005,35.31,60,45.4,7.43,7.07,42.54,4.325,3.722,3.072,11.92,73
Pancakes,"Pancakes, plain, from frozen",55100010,37.75,18,14.6,5.23,8.32,48.37,1.554,3.831,1.162,6.83,430
Pancakes,"Pancakes, plain, reduced fat, from fozen",55100015,36.09,62,46.4,7.6,7.23,43.87,3.334,2.736,2.784,9.58,75
Pancakes,"Pancakes, with fruit, from frozen",55100020,36.47,17,14.1,4.99,8.33,50.28,1.481,3.653,1.107,6.52,409
Pancakes,"Pancakes, with chocolate, from frozen",55100025,38.83,18,16.2,5.35,10.48,46.03,1.836,3.708,2.029,7.97,412
Pancakes,"Pancakes, whole grain, from frozen",55100030,38.55,17,16.4,5.54,8.08,47.22,1.526,3.782,1.146,6.75,417
Pancakes,"Pancakes, whole grain, reduced fat, from frozen",55100035,38.55,17,16.4,5.54,8.08,47.22,1.526,3.782,1.146,6.75,417
